Post_Date,Post_Time,Customer_Name,type_hire,festival,Wanted_Shop,Wanted_District,Wanted_Table_Date,Date_of_week,Wanted_Zone,Wanted_Count,Count_Specified,Raw_Message
2025-03-24,20:58,เบบี้,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,แม๊ หา # 28 ๆๆๆๆ
2025-03-24,23:55,sunday,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-29,เสาร์,,1,False,หาโต๊ะ# 29ค่ะ
2025-03-25,00:34,Isai,หาโต๊ะ,วันปกติ,Hashtags (#),หลังมอ,2025-03-25,อังคาร,,1,False,หาโต๊ะ# 25
2025-03-25,00:40,;-;!?,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,2,True,มีใครปล่อยโต๊ะ # หรือ รีเพล วันที่28มั้ยคะ 1-2โต๊ะ
2025-03-25,10:23,Isai,หาโต๊ะ,วันปกติ,Hashtags (#),หลังมอ,2025-03-25,อังคาร,,1,False,หาโต๊ะ # วันนี้ 25
2025-03-25,10:51,หนูอยากดื่ม,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ # วันที่ 28 ค่ะ
2025-03-25,11:58,รับจองโต๊ะ#,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,2,True,หาโต๊ะ # 2 โต๊ะวันที่ 28 ครับ
2025-03-25,13:27,Moojoon,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,2,True,หาโต๊ะแฮชโซนเปียก 28-29 2โต๊ะค่ะ
2025-03-25,13:27,Moojoon,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-29,เสาร์,,2,True,หาโต๊ะแฮชโซนเปียก 28-29 2โต๊ะค่ะ
2025-03-25,14:29,Isai,หาโต๊ะ,วันปกติ,Hashtags (#),หลังมอ,2025-03-25,อังคาร,,1,False,หาโต๊ะวันที่ 25 #
2025-03-25,15:49,Tyu,จ้างเฝ้าโต๊ะ,วันปกติ,Hashtags (#),หลังมอ,2025-03-25,อังคาร,,1,False,หาคนนั่งโต๊ะ# งับ
2025-03-25,16:53,jibbitz,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,2,True,หาโต๊ะรีเพลย์วันที่ 28 2โต๊ะค่า
2025-03-25,16:58,เบบี้โนโมจี้,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-30,อาทิตย์,,1,True,หาโต๊ะ # วันที่30 โซนกลาง1โต๊ะครับ
2025-03-25,18:00,Isai,หาโต๊ะ,วันปกติ,Hashtags (#),หลังมอ,2025-03-25,อังคาร,,1,False,หาโต๊ะ # วันนี้พร้อมจบ
2025-03-25,18:37,sunday,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-26,พุธ,,1,False,หาโต๊ะรีเพ26นี้ค่ะ
2025-03-25,18:58,jj,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-31,จันทร์,,1,False,หาโต๊ะ#วันที่31ค่ะ
2025-03-25,19:04,กุ๊งกิ๊ง,หาโต๊ะ,วันปกติ,Replayground,หลังมอ,2025-03-30,อาทิตย์,,1,False,หาโต๊ะรีเพ วันที่30ค่ะ
2025-03-25,19:08,ส้มส้ม,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,False,หารีเพลวันที่28ค่ะ
2025-03-25,20:55,เรฟฟิ,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,2,True,หาโต๊ะรีเพล28 2โต๊ะครับ
2025-03-26,00:05,ปุย,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,2,True,หาโต๊ะรีเพลย์โซนเปียกวันที่ 28 2โต๊ะค่ะะ
2025-03-26,00:43,Poom,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-29,เสาร์,,1,True,หารีเพล1โต๊ะวันที่29ครับ
2025-03-26,01:27,Sinny,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,2,True,หาโต๊ะรีเพล28 2โต๊ะค่ะ
2025-03-26,01:27,sunday,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-26,พุธ,,1,False,หาโต๊ะรีเพ 26 ค่ะ
2025-03-26,08:14,MX,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ# 28 คับ
2025-03-26,09:38,sunday,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-26,พุธ,,1,False,หาโต๊ะรีเพ 26 ค่ะ  ตรงทางเดิน
2025-03-26,11:58,Re,หาโต๊ะ,วันปกติ,Hashtags (#),หลังมอ,2025-03-26,พุธ,,1,False,หาโต๊ะ#วันนี้ค้าบ
2025-03-26,14:19,Re,หาโต๊ะ,วันปกติ,Hashtags (#),หลังมอ,2025-03-26,พุธ,A,1,False,หาโต๊ะ#โซนAค่ะ
2025-03-26,14:25,ปุย,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,2,True,หาโต๊ะรีเพลย์โซนเปียกวันที่ 28 2โต๊ะค่ะะ
2025-03-26,14:49,แมวง๊าว,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-26,พุธ,,1,False,มีใครมีผังโต๊ะรีเพลย์ไหมคะะะ
2025-03-26,15:20,🤩😋🫡🥳💩🥳😭💗😋,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-04-02,พุธ,,1,False,หาคนนั่งโต๊ะรีเพลวันนี้2ทุ่ม-3ทุ่ม 100฿ค่ะ
2025-03-26,15:20,🤩😋🫡🥳💩🥳😭💗😋,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-04-03,พฤหัสบดี,,1,False,หาคนนั่งโต๊ะรีเพลวันนี้2ทุ่ม-3ทุ่ม 100฿ค่ะ
2025-03-26,16:32,Sharktank,หาโต๊ะ,วันปกติ,,,2025-03-29,เสาร์,,1,False,หาโต๊ะ 29 ครับร้านไหนก็ได้
2025-03-26,16:33,ลูกโป่ง,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-26,พุธ,,1,False,หาโต้ะรีเพ วันนี้ค่ะ
2025-03-26,16:49,มะเขือเทศอร่อยมาก,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-26,พุธ,,1,False,หาโต๊ะ รี วันนี้ค่ะ
2025-03-26,17:11,มะเขือเทศอร่อยมาก,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ#28ค่ะ
2025-03-26,17:12,เลมอน,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ รีเพ 28 ครับ
2025-03-26,17:24,Sinny,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-29,เสาร์,,2,True,หาโต๊ะรีเพล29 2โต๊ะค่ะ
2025-03-26,17:26,กุ๊งกิ๊ง,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-29,เสาร์,,1,False,หาโต๊ะรีเพล วันที่29ค่ะ
2025-03-26,17:45,aaaa,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ #วันที่28ค่า
2025-03-26,17:48,เลมอน,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-29,เสาร์,,1,False,หาโต๊ะ รีเพ 29
2025-03-26,18:08,Aramizz,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-30,อาทิตย์,A,1,False,หา #30 โซน A คั้บ
2025-03-26,18:09,sunday,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-26,พุธ,,1,False,หาคนนั่งโต๊ะรีวันนี้ ครึ่งชั่วโมงค่ะ
2025-03-26,18:14,Mkk,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-04-02,พุธ,,1,False,หาคนนั่งรีเพล 2ทุ่ม-3ทุ่ม วันนี้ค่ะ
2025-03-26,18:14,Mkk,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-04-03,พฤหัสบดี,,1,False,หาคนนั่งรีเพล 2ทุ่ม-3ทุ่ม วันนี้ค่ะ
2025-03-26,18:29,ภพภูมิ,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,1,False,ตามหาโต๊ะ # หรือ รีเพลศุกร์ที่28คับ
2025-03-26,18:30,Pool,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ รีเพลศุกร์28ค่ะ
2025-03-26,18:37,sunday,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-26,พุธ,,1,False,หาคนนั่งโต๊ะรีวันนี้ ครึ่งชั่วโมงค่ะ
2025-03-26,18:46,งองแง,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-26,พุธ,,1,False,หาคนนั่งรีค่า
2025-03-26,18:50,Ntsh,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,2,True,หาโต๊ะรีเพล28 2โต๊ะค่ะ
2025-03-26,19:03,Re,หาโต๊ะ,วันปกติ,Hashtags (#),หลังมอ,2025-03-26,พุธ,,2,True,หาโต๊ะ#วันนี้2โต๊ะค้าบ
2025-03-26,19:12,ภูเขาสองลูก,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-29,เสาร์,,2,True,"หาโต๊ะ # , รีเพล วันที่29 ขอราคาไม่สร้างบ้านค่ะ อยากได้2 โต๊ะ เสนอราคามาได้เลย"
2025-03-26,19:18,แอ๋ว,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-04-01,อังคาร,,1,False,หาคนนั่งโต๊ะรีประมาณ1ชม. 50บาทค่ะ อาจจะไม่ถึง 1 ชมด้วย แต่จะจ่ายราคาเต็มชม.ค่ะ
2025-03-26,19:26,Re,จ้างเฝ้าโต๊ะ,วันปกติ,Hashtags (#),หลังมอ,2025-03-26,พุธ,,1,False,หาคนนั่งโต๊ะ#วันนี้ค่ะ
2025-03-26,19:27,จุ๊บแจง,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-27,พฤหัสบดี,,1,False,หา#โซนกลางพรุ่งนี้ครับด
2025-03-26,19:51,ไอวี่,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-26,พุธ,,1,True,มีใครปล่อยโต๊ะรีเพลย์วันนี้มั้ยคะ1โต๊ะ
2025-03-26,20:24,FT,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-29,เสาร์,,1,False,มีใครปล่อยโต๊ะ รีเพลย์ # วันที่29 ไหมคะ
2025-03-26,20:47,sunday,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-26,พุธ,,1,False,หาโต๊ะรีเพค่ะ
2025-03-26,21:30,หาโต๊ะๆๆๆๆ,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-29,เสาร์,,1,False,มีใครปล่อยโต๊ะรีเพลย์วันที่ 29 ไหมคะะ
2025-03-26,21:40,Bibi,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-29,เสาร์,,2,True,มีใครปล่อยโต๊ะรีเพลย์วันที่29  2โต๊ะมั้ยคะ
2025-03-26,22:18,นั่งเล่น,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-27,พฤหัสบดี,,2,True,รีเพลหรือแฮทช์แท็ก วันที่27 2โต๊ะ มีใครปล่อยมั้ยครับ
2025-03-26,23:43,☆,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-29,เสาร์,,1,False,หาโต๊ะ# หรือ รี วันที่29ค่ะ
2025-03-27,11:50,Muzan,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,False,มีใครปล่อยโต๊ะรีเพลย์วันที่ 28 ไหมคับ
2025-03-27,12:24,เลมอน,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ รีเพ หรือ #. วันที่28. 1โต้ะครับ
2025-03-27,14:36,แอ๊บแอ้,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-31,จันทร์,,1,False,หาโต๊ะ # วันที่ 31 โซนกลางค่ะ
2025-03-27,14:42,เบบี้โนโมจี้,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-30,อาทิตย์,,1,False,หาโต๊ะ#วันที่30โซนกลางครับ
2025-03-27,15:41,🌳T,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,1,False,มีใครปล่อยโต๊ะ # หรือ รีเพล วันที่28 มั้ยคะ
2025-03-27,15:42,Lin,หาโต๊ะ,วันปกติ,,,2025-03-28,ศุกร์,,1,False,หาโต๊ะ28ค่า
2025-03-27,15:45,เลมอน,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ วันที่28  รีเพ  แฮชแทค  ครับ
2025-03-27,15:50,เลมอน,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ รีเพ 28 ครับ  ราคาเรียกได้ครับ
2025-03-27,15:55,อ๊ะอิ๋ว,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-29,เสาร์,,1,False,หาโต๊ะ# วันที่29ค่ะ โซนกลาง
2025-03-27,15:58,B§_,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-27,พฤหัสบดี,,1,False,หาโต๊ะ รี วันนี้ โซนกลาง
2025-03-27,16:10,เลมอน,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-27,พฤหัสบดี,,1,False,หาโต๊ะ # รีเพ วันนี้ครับ
2025-03-27,16:33,Sharktank,หาโต๊ะ,วันปกติ,,,2025-03-29,เสาร์,,1,False,หาโต๊ะวันที่ 29 ครับ
2025-03-27,16:36,นั่งเล่น,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-27,พฤหัสบดี,,2,True,หาโต๊ะวันนี้ครับ # รีเพลย์2โต๊ะ
2025-03-27,16:42,🐰:3,"หาโต๊ะ, จ้างวอร์กอิน",สงกรานต์,Replayground,หลังมอ,2025-03-27,พฤหัสบดี,,1,False,มีใครมีรูปโซนวอคอินรีเพลบ้างคะนึกภาพไม่ออกไม่เคยไปป🥹🥹
2025-03-27,17:07,เลมอน,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-27,พฤหัสบดี,,1,False,หาโต๊ะ รีเพ วันนี้
2025-03-27,17:27,เลมอน,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-27,พฤหัสบดี,,1,True,หาโต๊ะรีเพ  วันนี้  1โต๊ะครับ
2025-03-27,17:39,เลมอน,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-27,พฤหัสบดี,,1,False,หาโต๊ะ รีเพ วันนี้ ครับ💦
2025-03-27,17:46,เลมอน,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-27,พฤหัสบดี,,1,False,หาโต๊ะ รีเพ วันนี้  ราคาเรียกได้ครับ
2025-03-27,18:17,เลมอน,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-27,พฤหัสบดี,,1,False,หาโต้ะ รีเพ ครับ
2025-03-27,18:29,เลมอน,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-27,พฤหัสบดี,,1,False,หาโต้ะ  รีเพ ครับ วันนี้
2025-03-27,19:02,sunday,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-20,พฤหัสบดี,,1,False,หาคนนั่งโต๊ะรีเพ20:00-21:00
2025-03-27,19:02,sunday,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-21,ศุกร์,,1,False,หาคนนั่งโต๊ะรีเพ20:00-21:00
2025-03-27,19:37,ชอบเที่ยว,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-20,พฤหัสบดี,,1,False,หาคนนั่งเฝ้าโต๊ะ รีเพย์ 20:00-21:00   มีมั้ย
2025-03-27,19:37,ชอบเที่ยว,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-21,ศุกร์,,1,False,หาคนนั่งเฝ้าโต๊ะ รีเพย์ 20:00-21:00   มีมั้ย
2025-03-27,20:03,เนยขม,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะรีเพ#28 คับ
2025-03-27,20:14,จุ๊บแจง,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาแฮชกลาง พรุ่งนี้(28)
2025-03-27,20:14,ลูกโป่ง,จ้างเฝ้าโต๊ะ,วันปกติ,,,2025-03-27,พฤหัสบดี,,1,False,หาคนนั่งโต้ะตอนนี้ค่า
2025-03-27,20:17,min,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ # วันที่28ค่าา
2025-03-27,20:18,ภูเขาสองลูก,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-04-09,พุธ,,2,True,หาโต๊ะ # วันที่9 ค่ะ 2 โต๊ะค่ะ
2025-03-27,20:20,ภูเขาสองลูก,หาโต๊ะ,วันปกติ,,,2025-03-29,เสาร์,,1,False,หาโต๊ะวันที่ 29 ค่ะพิมพ์ผิด
2025-03-27,20:36,กุ๊งกิ๊ง,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-29,เสาร์,,1,True,หาโต๊ะรีเพล วันที่29 1โต๊ะค่ะ
2025-03-27,20:54,นอย,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-27,พฤหัสบดี,,1,False,หาโต๊ะ Reply วันนี้ครับ
2025-03-27,20:56,เบบี้โนโมจี้,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-30,อาทิตย์,,1,False,หาโต๊ะ#วันที่30โซนกลางครับ
2025-03-27,21:48,Tawan,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ# 28
2025-03-27,21:50,🌳T,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,A,1,False,หาโต๊ะ # วันที่ 28 โซนA ค่าา
2025-03-27,22:47,11,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะรีเพ พนค่ะ
2025-03-27,23:17,smurf,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-04-04,ศุกร์,A,1,False,หาโต๊ะ # โซนA วันที่4 ค่าาา
2025-03-28,00:09,SJ26603,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะรีเพลย์28ค่ะ 1ที่ มีไหมคะ
2025-03-28,00:09,SJ26603,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-04-01,อังคาร,,1,False,หาโต๊ะรีเพลย์28ค่ะ 1ที่ มีไหมคะ
2025-03-28,00:16,ไม่คิดนอกใจ,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-29,เสาร์,,2,True,หาโต๊ะรีเพล2โต๊ะวันที่29ค่ะ พร้อมโอนมากแม่
2025-03-28,06:51,11,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ#ไม่ก็รีค่ะวันนี้
2025-03-28,07:46,SJ26603,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,True,หาโต๊ะรีเพลย์28ค่ะ 1โต๊ะ
2025-03-28,10:42,แอ๊บแอ้,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,1,False,หา#หรือรีวันนี้ ราคาไม่แรงค่ะ โซนเปียก
2025-03-28,10:46,11,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ# รี วันนี้ ขอราคาไม่สร้างบ้านค่า 😔😔😔
2025-03-28,10:56,🐣..,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,True,หาโต๊ะรีเพล 1 โต๊ะค่ะ ขายต่อได้นะคะ
2025-03-28,12:19,fifi,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ # วันนี้โซนเปียกค่า
2025-03-28,12:35,Jana,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ # วันนี้
2025-03-28,13:06,212121,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,1,False,มีใครปล่อยโต๊ะ# รีเพล วันนี้ไหมคะ
2025-03-28,13:19,TT,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะรีเพลย์ แฮชแท็กวันนึ้
2025-03-28,14:43,ตา,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะแฮชแท็กโซนเปียกค่ะ
2025-03-28,14:50,ลุงเอ,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,False,มีใครปล่อยโต๊ะรีเพลไหมคะ
2025-03-28,15:00,นอย,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ # โซนกลางคับ
2025-03-28,15:43,แอ๊บแอ้,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ#วันนี้ค่ะ
2025-03-28,15:56,นอย,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ # คืนนี้คับโซนกลาง
2025-03-28,16:40,ไม่คิดนอกใจ,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-29,เสาร์,,1,False,หาโต๊ะรีเพลพรุ่งนี้2โต้ะ
2025-03-28,16:40,ไม่คิดนอกใจ,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-04-02,พุธ,,1,False,หาโต๊ะรีเพลพรุ่งนี้2โต้ะ
2025-03-28,16:40,___M,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ # วันนี้งับ
2025-03-28,16:41,atom,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ # วันนี้งับ
2025-03-28,16:43,นอย,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ # วันนี้งับ
2025-03-28,16:51,Be,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะรีเพลวันนี้ค่ะ
2025-03-28,16:56,กุ๊งกิ๊ง,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-29,เสาร์,,1,False,หารีเพลพรุ่งนี้ค่ะ
2025-03-28,17:02,ffahsxi,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ # รีเพลค่ะ
2025-03-28,17:30,ฟา,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ # รีเพล วันนี้
2025-03-28,17:57,้,จ้างเฝ้าโต๊ะ,วันปกติ,Jinlong,ในเมือง,2025-03-28,ศุกร์,,1,False,หาคนนั่งจินหลงวันนี้ บอกราคามาเลยค่ะ
2025-03-28,18:03,Pool,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะรีเพลค่าราวันนี้
2025-03-28,18:10,Lin,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ#วันนี้คับพร้อมจ่ายมาก
2025-03-28,18:46,นอย,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ # วันนี้คับบ
2025-03-28,18:48,Pool,หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต้ะรีเพลวันนี้พร้อมจ่ายค่ะ
2025-03-28,19:03,มีมี่,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground, Jinlong",หลังมอ,2025-03-28,ศุกร์,,3,True,"หาโต๊ะ replay, hashtag หรือจินหลงวันนี้ค่ะ ต้องการ3โต๊ะ"
2025-03-28,19:04,so proud of you,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะที่ร่วมจอย # ค่ะ
2025-03-28,19:18,A.,หาโต๊ะ,สงกรานต์,Hashtags (#),หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะ # วันนี้โซนเปียกค่ะ
2025-03-28,19:23,Lin,จ้างเฝ้าโต๊ะ,วันปกติ,,,2025-03-28,ศุกร์,,1,False,หาคนเฝ้าโต๊ะให้ค่ะ
2025-03-28,19:24,Kxlxr,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-29,เสาร์,,1,False,หาโต๊ะรีเพลย์ # พน.ครับ
2025-03-28,19:26,P👊🏼,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-20,พฤหัสบดี,,1,False,หาคนนั่งโต๊ะรีเพล 20:00-21:00 ค่ะ
2025-03-28,19:26,P👊🏼,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-21,ศุกร์,,1,False,หาคนนั่งโต๊ะรีเพล 20:00-21:00 ค่ะ
2025-03-28,19:33,นุ้เอง,หาโต๊ะ,สงกรานต์,"Hashtags (#), Replayground",หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต้ะ รีเพล และ # วันนี้ค่ะ
2025-03-28,19:52,Waaaaa,จ้างเฝ้าโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-04-01,อังคาร,,1,False,หาคนนั่งโต๊ะรีค่ะ 1 ชม
2025-03-28,19:57,(?),หาโต๊ะ,สงกรานต์,Replayground,หลังมอ,2025-03-28,ศุกร์,,1,False,หาโต๊ะรีเพลตอนนี้ครับ
